"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 00:00","2023","08","01","00:00","13.1","","10.2","","83","","","","30","","10","","24.1","","100.57","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 01:00","2023","08","01","01:00","11.2","","9.2","","88","","","","29","","9","","24.1","","100.58","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 02:00","2023","08","01","02:00","10.1","","9.5","","96","","","","27","","7","","24.1","","100.60","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 03:00","2023","08","01","03:00","10.4","","10.0","","97","","","","26","","4","","24.1","","100.64","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 04:00","2023","08","01","04:00","10.3","","9.4","","94","","","","28","","7","","24.1","","100.69","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 05:00","2023","08","01","05:00","10.0","","9.2","","95","","","","30","","7","","24.1","","100.74","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 06:00","2023","08","01","06:00","11.6","","10.8","","95","","","","36","","2","","24.1","","100.78","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 07:00","2023","08","01","07:00","13.8","","12.3","","90","","","","29","","10","","24.1","","100.83","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 08:00","2023","08","01","08:00","16.0","","11.8","","75","","","","29","","9","","24.1","","100.87","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 09:00","2023","08","01","09:00","17.8","","10.7","","63","","","","30","","11","","24.1","","100.88","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 10:00","2023","08","01","10:00","19.6","","9.7","","52","","","","34","","7","","24.1","","100.89","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 11:00","2023","08","01","11:00","19.2","","8.4","","49","","","","28","","10","","24.1","","100.88","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 12:00","2023","08","01","12:00","19.1","","9.7","","54","","","","31","","12","","24.1","","100.86","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 13:00","2023","08","01","13:00","20.4","","10.3","","52","","","","33","","6","","24.1","","100.84","","","","","","Mostly Cloudy"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 14:00","2023","08","01","14:00","21.4","","9.9","","47","","","","27","","13","","24.1","","100.81","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 15:00","2023","08","01","15:00","21.8","","9.7","","45","","","","29","","16","","24.1","","100.79","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 16:00","2023","08","01","16:00","22.1","","10.0","","46","","","","30","","13","","24.1","","100.76","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 17:00","2023","08","01","17:00","21.1","","10.5","","50","","","","26","","14","","24.1","","100.77","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 18:00","2023","08","01","18:00","20.6","","9.2","","47","","","","30","","16","","24.1","","100.76","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 19:00","2023","08","01","19:00","18.9","","9.7","","55","","","","32","","10","","24.1","","100.80","","","","","","Mainly Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 20:00","2023","08","01","20:00","17.3","","9.5","","60","","","","24","","7","","24.1","","100.85","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 21:00","2023","08","01","21:00","15.2","","9.3","","68","","","","36","","2","","24.1","","100.90","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 22:00","2023","08","01","22:00","15.5","","8.8","","64","","","","20","","4","","24.1","","100.90","","","","","","Clear"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-01 23:00","2023","08","01","23:00","13.7","","9.0","","73","","","","18","","3","","24.1","","100.91","","","","","","NA"
"-75.67","45.32","OTTAWA INTL A","6106001","2023-08-02 00:00","2023","08","02","00:00","11.2","","8.3","","82","","","","15","","4","","24.1","","100.90","","","","","","NA"
